Address,CategoryID,Category,City,Customer Company,Shippers Company,Customer,Country,EmployeeID,Fax,OrderDate,OrderID,Phone,PostalCode,ProductID,Product,ShipperID,StateProvince,SupplierID,Discount,Freight,Quantity,QuantityPerUnit,UnitCost,UnitPrice,UnitPrice (Products),UnitsInStock,UnitsOnOrder,Sales,Profit,City and Counry
2732 Baker Blvd.,6,Морепродукты,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,03.01.2007,11006,(503) 555-7555,97403,29,Креветки,3,OR,12,"0,25","65,67",2,1,"100,74","131,15","123,79",0,0,"262,3","60,82","Юджин, США"
Plaza de Mayo 6,1,Фрукты,Буэнос Айрес,Минимарт,ТрансАвтоГруз,Victoria Abril,Аргентина,2,(1) 135-4892,03.01.2007,10819,(1) 135-5555,1010,75,Хурма,2,,12,0,"42,97",20,1,"6,61","7,28","7,75",125,0,"145,6","13,4","Буэнос Айрес, Аргентина"
Plaza de Mayo 6,4,Молочные продукты,Буэнос Айрес,Минимарт,ТрансАвтоГруз,Victoria Abril,Аргентина,2,(1) 135-4892,03.01.2007,10819,(1) 135-5555,1010,43,Молоко 1%,2,,20,0,"42,97",7,1,"10,48","11,37",12,17,10,"79,59","6,23","Буэнос Айрес, Аргентина"
Strada Provinciale 124,3,Кондитерские изделия,Реджио Эмилия,Фуд дисконт,ТрансСервис,Anna Bella,Италия,6,0522-556722,07.01.2007,10942,0522-556721,42100,49,Десерт творожный,1,,23,0,"65,71",28,1,"15,43","19,71",20,10,60,"551,88","119,84","Реджио Эмилия, Италия"
Grenzacherweg 237,1,Фрукты,Женева,Кухня,ТрансСервис,Carl Perry,Швейцария,6,,08.01.2007,10255,0897-034214,1203,2,Апельсин,1,,1,0,"43,89",20,10,"16,17","17,12",19,17,40,"342,4",19,"Женева, Швейцария"
Grenzacherweg 237,3,Кондитерские изделия,Женева,Кухня,ТрансСервис,Carl Perry,Швейцария,6,,08.01.2007,10255,0897-034214,1203,16,Печенье сдобное,1,,7,0,"43,89",35,24,"7,33","9,17","9,45",29,0,"320,95","64,4","Женева, Швейцария"
Grenzacherweg 237,3,Кондитерские изделия,Женева,Кухня,ТрансСервис,Carl Perry,Швейцария,6,,08.01.2007,10255,0897-034214,1203,59,Чупа-Чупс,1,,28,0,"43,89",30,105,"6,69","7,83","8,5",79,0,"234,9","34,2","Женева, Швейцария"
Grenzacherweg 237,8,Приправы,Женева,Кухня,ТрансСервис,Carl Perry,Швейцария,6,,08.01.2007,10255,0897-034214,1203,36,Тмин,1,,17,0,"43,89",25,20,"6,45","7,77",8,112,0,"194,25",33,"Женева, Швейцария"
Av. del Libertador 900,3,Кондитерские изделия,Буэнос Айрес,Ромео,ТрансАвтоГруз,Emerson Fittipaldi,Аргентина,3,(1) 123-5556,09.01.2007,11019,(1) 123-5555,1010,49,Десерт творожный,2,,23,0,"20,36",2,1,"15,43","21,77",20,10,60,"43,54","12,68","Буэнос Айрес, Аргентина"
Av. del Libertador 900,8,Приправы,Буэнос Айрес,Ромео,ТрансАвтоГруз,Emerson Fittipaldi,Аргентина,3,(1) 123-5556,09.01.2007,11019,(1) 123-5555,1010,46,Укроп,2,,21,0,"20,36",3,40,"9,07","11,35",12,95,0,"34,05","6,84","Буэнос Айрес, Аргентина"
Magazinweg 7,1,Фрукты,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,7,069-0245874,10.01.2007,10536,069-0245984,60528,31,Груша,2,,14,0,"58,11",20,20,"7,53","8,91","8,5",0,70,"178,2","27,6","Франкфурт, Германия"
Magazinweg 7,3,Кондитерские изделия,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,7,069-0245874,10.01.2007,10536,069-0245984,60528,33,Десер Фруктовый,2,,15,0,"58,11",30,25,"20,2","23,08","25,5",112,0,"692,4","86,4","Франкфурт, Германия"
Magazinweg 7,3,Кондитерские изделия,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,7,069-0245874,10.01.2007,10536,069-0245984,60528,60,Сладкий снек,2,,28,"0,25","58,11",35,53,"4,44","4,87",5,19,0,"170,45","15,05","Франкфурт, Германия"
Magazinweg 7,4,Молочные продукты,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,7,069-0245874,10.01.2007,10536,069-0245984,60528,12,Йогурт 5%,2,,5,"0,25","58,11",15,20,"7,92","9,7",10,86,0,"145,5","26,7","Франкфурт, Германия"
Ave. 5 de Mayo Porlamar,1,Фрукты,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,13.01.2007,10954,(8) 34-56-12,4980,31,Груша,2,,14,"0,15","28,77",25,20,"7,53","8,42","8,5",0,70,"210,5","22,25","Иль де Маргарит, Венесуэла"
Ave. 5 de Mayo Porlamar,3,Кондитерские изделия,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,13.01.2007,10954,(8) 34-56-12,4980,16,Печенье сдобное,2,,7,"0,15","28,77",28,24,"7,33","9,78","9,45",29,0,"273,84","68,6","Иль де Маргарит, Венесуэла"
Ave. 5 de Mayo Porlamar,3,Кондитерские изделия,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,13.01.2007,10954,(8) 34-56-12,4980,60,Сладкий снек,2,,28,"0,15","28,77",24,53,"4,44","5,48",5,19,0,"131,52","24,96","Иль де Маргарит, Венесуэла"
Ave. 5 de Mayo Porlamar,6,Морепродукты,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,13.01.2007,10954,(8) 34-56-12,4980,45,Крабовые палочки,2,,21,0,"28,77",30,100,"8,44","8,76","9,5",5,70,"262,8","9,6","Иль де Маргарит, Венесуэла"
"Piso 20-A""",1,Фрукты,Буэнос Айрес,Лос Эспадрильйос Фантастикос,ТрансАвтоГруз,Don Gerardo,Аргентина,3,(1) 135-5535,14.01.2007,10958,(1) 135-5333,1010,5,Яблоко,2,,2,0,"53,25",20,100,"4,72","6,17",6,0,0,"123,4",29,"Буэнос Айрес, Аргентина"
"Piso 20-A""",2,Овощи,Буэнос Айрес,Лос Эспадрильйос Фантастикос,ТрансАвтоГруз,Don Gerardo,Аргентина,3,(1) 135-5535,14.01.2007,10958,(1) 135-5333,1010,72,Перец болгарский,2,,14,0,"53,25",5,30,"8,96","11,65","11,8",14,0,"58,25","13,45","Буэнос Айрес, Аргентина"
"Piso 20-A""",7,Крупы,Буэнос Айрес,Лос Эспадрильйос Фантастикос,ТрансАвтоГруз,Don Gerardo,Аргентина,3,(1) 135-5535,14.01.2007,10958,(1) 135-5333,1010,7,Гречневая крупа,2,,3,0,"53,25",6,40,"33,11","38,17",40,15,0,"229,02","30,36","Буэнос Айрес, Аргентина"
Ave. 5 de Mayo Porlamar,2,Овощи,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,9,(8) 34-93-93,15.01.2007,10840,(8) 34-56-12,4980,39,Кукуруза,2,,18,"0,2","60,14",10,3,"48,17","54,21",60,69,0,"542,1","60,4","Иль де Маргарит, Венесуэла"
Ave. 5 de Mayo Porlamar,3,Кондитерские изделия,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,9,(8) 34-93-93,15.01.2007,10840,(8) 34-56-12,4980,25,Пирожное Медовик,2,,11,"0,2","60,14",6,1,"10,85","15,39",14,76,0,"92,34","27,24","Иль де Маргарит, Венесуэла"
Avda. Azteca 123,1,Фрукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,18.01.2007,10847,(5) 555-2933,5033,1,Банан,3,,1,"0,2","29,84",80,10,"15,37","18,19",20,39,0,"1455,2","225,6","Мехико, Мексика"
Avda. Azteca 123,1,Фрукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,18.01.2007,10847,(5) 555-2933,5033,71,Персик,3,,15,"0,2","29,84",55,10,"26,49","29,35","30,5",26,0,"1614,25","157,3","Мехико, Мексика"
Avda. Azteca 123,3,Кондитерские изделия,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,18.01.2007,10847,(5) 555-2933,5033,19,Печенье сахарное,3,,8,"0,2","29,84",12,1,"7,4","9,78","9,2",25,0,"117,36","28,56","Мехико, Мексика"
Avda. Azteca 123,3,Кондитерские изделия,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,18.01.2007,10847,(5) 555-2933,5033,60,Сладкий снек,3,,28,"0,2","29,84",45,53,"4,44","5,17",5,19,0,"232,65","32,85","Мехико, Мексика"
Avda. Azteca 123,6,Морепродукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,18.01.2007,10847,(5) 555-2933,5033,45,Крабовые палочки,3,,21,"0,2","29,84",36,100,"8,44","8,75","9,5",5,70,315,"11,16","Мехико, Мексика"
Avda. Azteca 123,8,Приправы,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,18.01.2007,10847,(5) 555-2933,5033,37,Хмели-Сунели,3,,17,"0,2","29,84",60,21,"3,43","3,96",4,11,50,"237,6","31,8","Мехико, Мексика"
"184, chauss?e de Tournai",4,Молочные продукты,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,19.01.2007,11046,20.16.10.16,59000,12,Йогурт 5%,1,,5,"0,05","54,31",20,20,"7,92","9,32",10,86,0,"186,4",28,"Лилль, Франция"
"184, chauss?e de Tournai",4,Молочные продукты,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,19.01.2007,11046,20.16.10.16,59000,32,Йогурт 1%,1,,14,"0,05","54,31",15,30,"15,12","20,85",19,9,40,"312,75","85,95","Лилль, Франция"
"184, chauss?e de Tournai",4,Молочные продукты,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,19.01.2007,11046,20.16.10.16,59000,35,Творожный сырок,1,,16,"0,05","54,31",18,14,"5,17","6,31",6,20,0,"113,58","20,52","Лилль, Франция"
Carrera 22 con Ave. Carlos Soublette #8-35,2,Овощи,Сан Кристобаль,Дешевые продукты,ТрансАвтоГруз,Nicolas Balines,Венесуэла,3,(5) 555-1948,21.01.2007,10796,(5) 555-1340,5022,44,Батат,2,,20,0,"67,39",10,7,"67,17","71,39","75,45",27,0,"713,9","42,2","Сан Кристобаль, Венесуэла"
Carrera 22 con Ave. Carlos Soublette #8-35,3,Кондитерские изделия,Сан Кристобаль,Дешевые продукты,ТрансАвтоГруз,Nicolas Balines,Венесуэла,3,(5) 555-1948,21.01.2007,10796,(5) 555-1340,5022,26,Пирожное Восточное,2,,11,"0,2","67,39",21,1,"26,13","28,19","31,23",15,0,"591,99","43,26","Сан Кристобаль, Венесуэла"
Carrera 22 con Ave. Carlos Soublette #8-35,3,Кондитерские изделия,Сан Кристобаль,Дешевые продукты,ТрансАвтоГруз,Nicolas Balines,Венесуэла,3,(5) 555-1948,21.01.2007,10796,(5) 555-1340,5022,69,Булка-улитка,2,,15,"0,2","67,39",24,100,"1,65","2,11",2,26,0,"50,64","11,04","Сан Кристобаль, Венесуэла"
Carrera 22 con Ave. Carlos Soublette #8-35,5,Мясо/Птица,Сан Кристобаль,Дешевые продукты,ТрансАвтоГруз,Nicolas Balines,Венесуэла,3,(5) 555-1948,21.01.2007,10796,(5) 555-1340,5022,64,Фарш говяжий,2,,12,"0,2","67,39",35,1,"29,25","36,29","33,25",22,80,"1270,15","246,4","Сан Кристобаль, Венесуэла"
Maubelstr. 90,1,Фрукты,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,9,,22.01.2007,10799,0555-09876,14776,24,Абрикос,2,,10,"0,15","38,38",20,100,"3,9","4,57","4,5",20,0,"91,4","13,4","Бранденбург, Германия"
Maubelstr. 90,3,Кондитерские изделия,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,9,,22.01.2007,10799,0555-09876,14776,59,Чупа-Чупс,2,,28,0,"38,38",25,105,"6,69","9,09","8,5",79,0,"227,25",60,"Бранденбург, Германия"
Luisenstr. 48,4,Молочные продукты,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,22.01.2007,10548,0251-031259,44087,34,Кефир,2,,16,"0,25","20,88",10,12,"6,76","8,73",8,111,0,"87,3","19,7","Мюнстер, Германия"
Luisenstr. 48,8,Приправы,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,22.01.2007,10548,0251-031259,44087,41,Зира,2,,19,0,"20,88",14,1,"7,28","10,48","9,65",85,0,"146,72","44,8","Мюнстер, Германия"
Maubelstr. 90,8,Приправы,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,9,,22.01.2007,10799,0555-09876,14776,13,Корица,2,,6,"0,15","38,38",20,25,"21,11","23,17",25,24,0,"463,4","41,2","Бранденбург, Германия"
2732 Baker Blvd.,1,Фрукты,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,23.01.2007,10855,(503) 555-7555,97403,31,Груша,3,OR,14,0,"48,14",14,20,"7,53","8,52","8,5",0,70,"119,28","13,86","Юджин, США"
2732 Baker Blvd.,2,Овощи,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,23.01.2007,10855,(503) 555-7555,97403,65,Чеснок,3,OR,2,"0,15","48,14",15,40,"8,68","9,52","10,05",76,0,"142,8","12,6","Юджин, США"
2732 Baker Blvd.,3,Кондитерские изделия,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,23.01.2007,10855,(503) 555-7555,97403,16,Печенье сдобное,3,OR,7,0,"48,14",50,24,"7,33","9,18","9,45",29,0,459,"92,5","Юджин, США"
2732 Baker Blvd.,5,Мясо/Птица,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,23.01.2007,10855,(503) 555-7555,97403,56,Свинина,3,OR,26,0,"48,14",24,15,"34,17","37,95",38,21,10,"910,8","90,72","Юджин, США"
Avda. Azteca 123,1,Фрукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,25.01.2007,10293,(5) 555-2933,5033,24,Абрикос,3,,10,0,"76,28",10,100,"3,9","4,11","4,5",20,0,"41,1","2,1","Мехико, Мексика"
Avda. Azteca 123,1,Фрукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,25.01.2007,10293,(5) 555-2933,5033,75,Хурма,3,,12,0,"76,28",6,1,"6,61","7,6","7,75",125,0,"45,6","5,94","Мехико, Мексика"
Avda. Azteca 123,2,Овощи,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,25.01.2007,10293,(5) 555-2933,5033,63,Кабачок,3,,7,0,"76,28",5,68,"15,9","21,06","19,9",24,0,"105,3","25,8","Мехико, Мексика"
Avda. Azteca 123,8,Приправы,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,25.01.2007,10293,(5) 555-2933,5033,18,Карри,3,,7,0,"76,28",12,18,"22,09","27,38","25,5",42,0,"328,56","63,48","Мехико, Мексика"
35 King George,2,Овощи,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,27.01.2007,10987,(171) 555-0297,WX1 6LT,72,Перец болгарский,2,,14,0,"46,81",20,30,"8,96","12,47","11,8",14,0,"249,4","70,2","Лондон, Англия"
35 King George,4,Молочные продукты,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,27.01.2007,10987,(171) 555-0297,WX1 6LT,43,Молоко 1%,2,,20,0,"46,81",6,1,"10,48","13,07",12,17,10,"78,42","15,54","Лондон, Англия"
35 King George,7,Крупы,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,27.01.2007,10987,(171) 555-0297,WX1 6LT,7,Гречневая крупа,2,,3,0,"46,81",60,40,"33,11","41,12",40,15,0,"2467,2","480,6","Лондон, Англия"
Via Monte Bianco 34,8,Приправы,Турин,Продуктовый бутик,ТрансСервис,Don Corleone,Италия,6,011-4988261,27.01.2007,10807,011-4988260,10100,40,Имбирь,1,,19,0,"47,88",1,1,"16,34","20,11","18,4",123,0,"20,11","3,77","Турин, Италия"
120 Hanover Sq.,2,Овощи,Лондон,Магазин у дома,ТрансАвтоГруз,Carl Montgomery,Англия,3,(171) 555-6750,29.01.2007,10864,(171) 555-7788,WA1 1DP,67,Помидор черри,2,,16,0,"32,43",15,26,"46,1","64,81",60,52,0,"972,15","280,65","Лондон, Англия"
Taucherstra?e 10,2,Овощи,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,8,,29.01.2007,10865,0372-035188,1307,38,Баклажан,2,,18,"0,05","23,51",60,4,"62,38","81,14","80,5",17,0,"4868,4","1125,6","Кюневальд, Германия"
Taucherstra?e 10,2,Овощи,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,8,,29.01.2007,10865,0372-035188,1307,39,Кукуруза,2,,18,"0,05","23,51",80,3,"48,17","62,94",60,69,0,"5035,2","1181,6","Кюневальд, Германия"
Ave. 5 de Mayo Porlamar,3,Кондитерские изделия,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,29.01.2007,10811,(8) 34-56-12,4980,19,Печенье сахарное,2,,8,0,"40,63",15,1,"7,4","9,46","9,2",25,0,"141,9","30,9","Иль де Маргарит, Венесуэла"
120 Hanover Sq.,4,Молочные продукты,Лондон,Магазин у дома,ТрансАвтоГруз,Carl Montgomery,Англия,3,(171) 555-6750,29.01.2007,10864,(171) 555-7788,WA1 1DP,35,Творожный сырок,2,,16,0,"32,43",4,14,"5,17","6,32",6,20,0,"25,28","4,6","Лондон, Англия"
Ave. 5 de Mayo Porlamar,5,Мясо/Птица,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,29.01.2007,10811,(8) 34-56-12,4980,23,Индейка,2,,9,0,"40,63",18,100,"7,43","9,9",9,61,0,"178,2","44,46","Иль де Маргарит, Венесуэла"
Ave. 5 de Mayo Porlamar,8,Приправы,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,29.01.2007,10811,(8) 34-56-12,4980,40,Имбирь,2,,19,0,"40,63",30,1,"16,34","17,46","18,4",123,0,"523,8","33,6","Иль де Маргарит, Венесуэла"
120 Hanover Sq.,1,Фрукты,Лондон,Магазин у дома,ТрансАвтоГруз,Carl Montgomery,Англия,2,(171) 555-6750,30.01.2007,10248,(171) 555-7788,WA1 1DP,11,Киви,2,,5,0,"43,48",12,25,"21,1","28,62",28,22,30,"343,44","90,24","Лондон, Англия"
120 Hanover Sq.,2,Овощи,Лондон,Магазин у дома,ТрансАвтоГруз,Carl Montgomery,Англия,2,(171) 555-6750,30.01.2007,10248,(171) 555-7788,WA1 1DP,72,Перец болгарский,2,,14,0,"43,48",5,30,"8,96","12,71","11,8",14,0,"63,55","18,75","Лондон, Англия"
120 Hanover Sq.,5,Мясо/Птица,Лондон,Магазин у дома,ТрансАвтоГруз,Carl Montgomery,Англия,2,(171) 555-6750,30.01.2007,10248,(171) 555-7788,WA1 1DP,42,Утка,2,,20,0,"43,48",10,1,"10,95","14,04",14,26,0,"140,4","30,9","Лондон, Англия"
2732 Baker Blvd.,2,Овощи,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,01.02.2007,10816,(503) 555-7555,97403,38,Баклажан,3,OR,18,"0,05","31,89",30,4,"62,38","88,07","80,5",17,0,"2642,1","770,7","Юджин, США"
2732 Baker Blvd.,3,Кондитерские изделия,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,01.02.2007,10816,(503) 555-7555,97403,62,Шоколад Молочное Чудо,3,OR,29,"0,05","31,89",20,30,"25,39","29,64","29,3",17,0,"592,8",85,"Юджин, США"
Maubelstr. 90,2,Овощи,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,3,,01.02.2007,10817,0555-09876,14776,38,Баклажан,2,,18,0,"52,68",30,4,"62,38","81,73","80,5",17,0,"2451,9","580,5","Бранденбург, Германия"
Maubelstr. 90,3,Кондитерские изделия,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,3,,01.02.2007,10817,0555-09876,14776,26,Пирожное Восточное,2,,11,"0,15","52,68",40,1,"26,13","29,96","31,23",15,0,"1198,4","153,2","Бранденбург, Германия"
Maubelstr. 90,3,Кондитерские изделия,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,3,,01.02.2007,10817,0555-09876,14776,62,Шоколад Молочное Чудо,2,,29,"0,15","52,68",25,30,"25,39","27,05","29,3",17,0,"676,25","41,5","Бранденбург, Германия"
Maubelstr. 90,8,Приправы,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,3,,01.02.2007,10817,0555-09876,14776,40,Имбирь,2,,19,"0,15","52,68",60,1,"16,34","18,08","18,4",123,0,"1084,8","104,4","Бранденбург, Германия"
2817 Milton Dr.,5,Мясо/Птица,Альбукерке,Фуд Стайл,ТрансАвтоГруз,Malcolm X,США,3,(505) 555-3620,02.02.2007,10820,(505) 555-5939,87110,56,Свинина,2,NM,26,0,"66,11",30,15,"34,17","40,02",38,21,10,"1200,6","175,5","Альбукерке, США"
Via Ludovico il Moro 22,4,Молочные продукты,Бергамо,Караван,ТрансСервис,Luca Brassi,Италия,6,035-640231,02.02.2007,10818,035-640230,24100,32,Йогурт 1%,1,,14,0,"58,64",20,30,"15,12","20,52",19,9,40,"410,4",108,"Бергамо, Италия"
Via Ludovico il Moro 22,8,Приправы,Бергамо,Караван,ТрансСервис,Luca Brassi,Италия,6,035-640231,02.02.2007,10818,035-640230,24100,41,Зира,1,,19,0,"58,64",20,1,"7,28","10,3","9,65",85,0,206,"60,4","Бергамо, Италия"
722 DaVinci Blvd.,1,Фрукты,Киркланд,Бонд,АвтоЛогистика,Mark Stark,США,1,(206) 555-2174,03.02.2007,10822,(206) 555-8257,98034,70,Ананас,3,WA,7,0,"67,33",6,15,"24,98","30,13",29,15,10,"180,78","30,9","Киркланд, США"
722 DaVinci Blvd.,3,Кондитерские изделия,Киркланд,Бонд,АвтоЛогистика,Mark Stark,США,1,(206) 555-2174,03.02.2007,10822,(206) 555-8257,98034,62,Шоколад Молочное Чудо,3,WA,29,0,"67,33",3,30,"25,39","29,43","29,3",17,0,"88,29","12,12","Киркланд, США"
"Rua do Pa?o, 67",2,Овощи,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2,(21) 555-8765,03.02.2007,10250,(21) 555-0091,05454-876,65,Чеснок,2,,2,"0,15","79,17",15,40,"8,68","9,47","10,05",76,0,"142,05","11,85","Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",6,Морепродукты,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2,(21) 555-8765,03.02.2007,10250,(21) 555-0091,05454-876,51,Мидии,2,,24,"0,15","79,17",35,10,"82,74","97,67","99,9",20,0,"3418,45","522,55","Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",8,Приправы,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2,(21) 555-8765,03.02.2007,10250,(21) 555-0091,05454-876,41,Зира,2,,19,0,"79,17",10,1,"7,28","9,59","9,65",85,0,"95,9","23,1","Рио де Жанейро, Бразилия"
Walserweg 21,2,Овощи,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,8,0241-059428,04.02.2007,10825,0241-039123,52066,53,Патиссон,2,,24,0,"60,79",20,6,"52,38","66,44","60,8",0,0,"1328,8","281,2","Аахен, Германия"
"Av. Copacabana, 267",3,Кондитерские изделия,Рио де Жанейро,Минидисконт,ТрансАвтоГруз,Thom? Lindao,Бразилия,3,,04.02.2007,10877,(21) 555-3412,02389-890,16,Печенье сдобное,2,,7,"0,25","44,17",30,24,"7,33","10,01","9,45",29,0,"300,3","80,4","Рио де Жанейро, Бразилия"
Walserweg 21,3,Кондитерские изделия,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,8,0241-059428,04.02.2007,10825,0241-039123,52066,26,Пирожное Восточное,2,,11,0,"60,79",12,1,"26,13","28,55","31,23",15,0,"342,6","29,04","Аахен, Германия"
"Av. Copacabana, 267",8,Приправы,Рио де Жанейро,Минидисконт,ТрансАвтоГруз,Thom? Lindao,Бразилия,3,,04.02.2007,10877,(21) 555-3412,02389-890,18,Карри,2,,7,0,"44,17",25,18,"22,09","25,78","25,5",42,0,"644,5","92,25","Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",1,Фрукты,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,3,(21) 555-8765,05.02.2007,10253,(21) 555-0091,05454-876,31,Груша,2,,14,0,"66,54",20,20,"7,53","8,28","8,5",0,70,"165,6",15,"Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",2,Овощи,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,3,(21) 555-8765,05.02.2007,10253,(21) 555-0091,05454-876,39,Кукуруза,2,,18,0,"66,54",42,3,"48,17","57,95",60,69,0,"2433,9","410,76","Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",3,Кондитерские изделия,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,3,(21) 555-8765,05.02.2007,10253,(21) 555-0091,05454-876,49,Десерт творожный,2,,23,0,"66,54",40,1,"15,43","19,91",20,10,60,"796,4","179,2","Рио де Жанейро, Бразилия"
2732 Baker Blvd.,1,Фрукты,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,07.02.2007,10945,(503) 555-7555,97403,31,Груша,3,OR,14,0,"26,55",10,20,"7,53","7,9","8,5",0,70,79,"3,7","Юджин, США"
2732 Baker Blvd.,8,Приправы,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,07.02.2007,10945,(503) 555-7555,97403,13,Корица,3,OR,6,0,"26,55",20,25,"21,11","27,17",25,24,0,"543,4","121,2","Юджин, США"
35 King George,2,Овощи,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,9,(171) 555-3373,07.02.2007,10884,(171) 555-0297,WX1 6LT,65,Чеснок,2,,2,"0,05","43,67",12,40,"8,68","9,13","10,05",76,0,"109,56","5,4","Лондон, Англия"
35 King George,3,Кондитерские изделия,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,9,(171) 555-3373,07.02.2007,10884,(171) 555-0297,WX1 6LT,21,Пирожное Наполеон,2,,8,"0,05","43,67",40,1,"8,78","9,9",10,3,40,396,"44,8","Лондон, Англия"
35 King George,5,Мясо/Птица,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,9,(171) 555-3373,07.02.2007,10884,(171) 555-0297,WX1 6LT,56,Свинина,2,,26,"0,05","43,67",21,15,"34,17","41,18",38,21,10,"864,78","147,21","Лондон, Англия"
