address,category,city,customer_company,shippers_company,customer,country,order_date,order_id,phone,postal_code,product,state_province,discount,freight,quantity,qunatity_per_unit,unit_cost,unit_price,unit_price_products,units_in_stock,unit_on_order,sales,profit,city_and_country
"Rua do Pa?o, 67",Кондитерские изделия,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2007-03-22,10903,(21) 555-0091,05454-876,Сладкий батончик,,0.0,37.24,20,1,9.67,12.77,12.5,6,10,255.4,62.0,"Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",Приправы,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2007-03-22,10903,(21) 555-0091,05454-876,Корица,,0.0,37.24,40,25,21.11,25.74,25.0,24,0,1029.6,185.2,"Рио де Жанейро, Бразилия"
ul. Filtrowa 68,Кондитерские изделия,Варшава,Продукты для Панов и Паночек,ТрансАвтоГруз,Boniekk Wallessa,Польша,2007-03-23,10906,(26) 642-7012,01-012,Шоколад Снежинка,,0.0,44.09,15,20,22.24,24.22,26.5,113,0,363.3,29.7,"Варшава, Польша"
Estrada da sa?de n. 58,Кондитерские изделия,Лиссабон,Квартал,ТрансСервис,Leopoldo Samba,Португалия,2007-03-23,10397,(1) 356-5634,1756,Пирожное Наполеон,,0.15,33.73,10,1,8.78,10.71,10.0,3,40,107.1,19.3,"Лиссабон, Португалия"
Estrada da sa?de n. 58,Морепродукты,Лиссабон,Квартал,ТрансСервис,Leopoldo Samba,Португалия,2007-03-23,10397,(1) 356-5634,1756,Мидии,,0.15,33.73,18,10,82.74,100.92,99.9,20,0,1816.56,327.24,"Лиссабон, Португалия"
8 Johnstown Road,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2007-03-24,10912,2 967 542,125 80,Киви,,0.25,59.74,40,25,21.1,25.5,28.0,22,30,1020.0,176.0,"Корк, Ирландия"
Keskuskatu 45,Кондитерские изделия,Хельсинки,Магазин,ТрансАвтоГруз,Reijoo Haajanen,Финляндия,2007-03-24,10910,90-224 8858,21240,Печенье сахарное,,0.0,30.08,12,1,7.4,8.41,9.2,25,0,100.92,12.12,"Хельсинки, Финляндия"
Keskuskatu 45,Кондитерские изделия,Хельсинки,Магазин,ТрансАвтоГруз,Reijoo Haajanen,Финляндия,2007-03-24,10910,90-224 8858,21240,Десерт творожный,,0.0,30.08,10,1,15.43,20.27,20.0,10,60,202.7,48.4,"Хельсинки, Финляндия"
Keskuskatu 45,Кондитерские изделия,Хельсинки,Магазин,ТрансАвтоГруз,Reijoo Haajanen,Финляндия,2007-03-24,10910,90-224 8858,21240,Шоколад Снежинка,,0.0,30.08,5,20,22.24,27.83,26.5,113,0,139.15,27.95,"Хельсинки, Финляндия"
Magazinweg 7,Мясо/Птица,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2007-03-24,10908,069-0245984,60528,Говядина,,0.05,73.21,14,14,70.81,78.27,80.0,38,0,1095.78,104.44,"Франкфурт, Германия"
8 Johnstown Road,Морепродукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2007-03-24,10912,2 967 542,125 80,Креветки,,0.25,59.74,60,1,100.74,122.27,123.79,0,0,7336.2,1291.8,"Корк, Ирландия"
Magazinweg 7,Крупы,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2007-03-24,10908,069-0245984,60528,Гречневая крупа,,0.05,73.21,20,40,33.11,40.38,40.0,15,0,807.6,145.4,"Франкфурт, Германия"
"Alameda dos Can?rios, 891",Фрукты,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2007-03-25,10914,(11) 555-1189,05487-020,Персик,,0.0,72.38,25,10,26.49,30.03,30.5,26,0,750.75,88.5,"Сан Паоло, Бразилия"
Obere Str. 57,Фрукты,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2007-03-25,10290,030-0074321,12209,Яблоко,,0.0,58.77,20,100,4.72,6.57,6.0,0,0,131.4,37.0,"Берлин, Германия"
Obere Str. 57,Овощи,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2007-03-25,10290,030-0074321,12209,Свекла,,0.0,58.77,10,1,10.95,13.49,13.0,32,0,134.9,25.4,"Берлин, Германия"
Obere Str. 57,Кондитерские изделия,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2007-03-25,10290,030-0074321,12209,Десерт творожный,,0.0,58.77,15,1,15.43,19.66,20.0,10,60,294.9,63.45,"Берлин, Германия"
Obere Str. 57,Морепродукты,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2007-03-25,10290,030-0074321,12209,Креветки,,0.0,58.77,15,1,100.74,126.03,123.79,0,0,1890.45,379.35,"Берлин, Германия"
"Rua do Pa?o, 67",Фрукты,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2007-03-29,10922,(21) 555-0091,05454-876,Абрикос,,0.0,69.37,35,100,3.9,4.75,4.5,20,0,166.25,29.75,"Рио де Жанейро, Бразилия"
Taucherstra?e 10,Молочные продукты,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2007-03-29,10920,0372-035188,1307,Творог 1%,,0.0,49.83,24,1,13.57,14.87,16.25,65,0,356.88,31.2,"Кюневальд, Германия"
"Rua do Pa?o, 67",Морепродукты,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2007-03-29,10922,(21) 555-0091,05454-876,Кальмары,,0.0,69.37,15,36,19.35,23.02,25.0,0,0,345.3,55.05,"Рио де Жанейро, Бразилия"
Luisenstr. 48,Мясо/Птица,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2007-03-31,10295,0251-031259,44087,Свинина,,0.0,71.49,4,15,34.17,34.84,38.0,21,10,139.36,2.68,"Мюнстер, Германия"
"67, avenue de l'Europe",Овощи,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,2007-04-03,10927,30.59.84.10,78000,Перец чили,,0.0,26.94,20,2,304.7,364.25,399.0,57,0,7285.0,1191.0,"Версаль, Франция"
"67, avenue de l'Europe",Кондитерские изделия,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,2007-04-03,10927,30.59.84.10,78000,Блинчики с начинкой,,0.0,26.94,5,1,64.49,82.14,81.0,40,0,410.7,88.25,"Версаль, Франция"
"67, avenue de l'Europe",Мясо/Птица,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,2007-04-03,10927,30.59.84.10,78000,Говядина,,0.0,26.94,5,14,70.81,74.33,80.0,38,0,371.65,17.6,"Версаль, Франция"
Vinb?ltet 34,Крупы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-04-09,10940,31 12 34 56,1734,Гречневая крупа,,0.0,70.49,8,40,33.11,38.57,40.0,15,0,308.56,43.68,"Копенгаген, Дания"
Vinb?ltet 34,Приправы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-04-09,10940,31 12 34 56,1734,Корица,,0.0,70.49,20,25,21.11,23.28,25.0,24,0,465.6,43.4,"Копенгаген, Дания"
8 Johnstown Road,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2007-04-10,10946,2 967 542,125 80,Абрикос,,0.0,47.58,25,100,3.9,4.63,4.5,20,0,115.75,18.25,"Корк, Ирландия"
8 Johnstown Road,Овощи,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2007-04-10,10946,2 967 542,125 80,Свекла,,0.0,47.58,40,1,10.95,13.69,13.0,32,0,547.6,109.6,"Корк, Ирландия"
8 Johnstown Road,Приправы,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2007-04-10,10946,2 967 542,125 80,Кориандр,,0.0,47.58,25,20,6.2,6.7,7.0,31,0,167.5,12.5,"Корк, Ирландия"
Avda. Azteca 123,Овощи,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,2007-04-11,10305,(5) 555-2933,5033,Кукуруза,,0.1,66.61,30,3,48.17,57.25,60.0,69,0,1717.5,272.4,"Мехико, Мексика"
Avda. Azteca 123,Морепродукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,2007-04-11,10305,(5) 555-2933,5033,Креветки,,0.1,66.61,25,1,100.74,113.94,123.79,0,0,2848.5,330.0,"Мехико, Мексика"
Avda. Azteca 123,Приправы,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,2007-04-11,10305,(5) 555-2933,5033,Карри,,0.1,66.61,25,18,22.09,27.56,25.5,42,0,689.0,136.75,"Мехико, Мексика"
Fauntleroy Circus,Кондитерские изделия,Лондон,Мегамарт,ТрансАвтоГруз,David Foot,Англия,2007-04-11,10947,(171) 555-1212,EC2 5NT,Чупа-Чупс,,0.0,48.47,4,105,6.69,8.28,8.5,79,0,33.12,6.36,"Лондон, Англия"
Carrera 22 con Ave. Carlos Soublette #8-35,Фрукты,Сан Кристобаль,Дешевые продукты,ТрансАвтоГруз,Nicolas Balines,Венесуэла,2007-04-17,10960,(5) 555-1340,5022,Абрикос,,0.25,69.03,10,100,3.9,4.64,4.5,20,0,46.4,7.4,"Сан Кристобаль, Венесуэла"
Taucherstra?e 10,Овощи,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2007-04-17,10962,0372-035188,1307,Перец чили,,0.0,24.88,44,2,304.7,377.92,399.0,57,0,16628.48,3221.68,"Кюневальд, Германия"
Taucherstra?e 10,Овощи,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2007-04-17,10962,0372-035188,1307,Патиссон,,0.0,24.88,20,6,52.38,57.77,60.8,0,0,1155.4,107.8,"Кюневальд, Германия"
Taucherstra?e 10,Кондитерские изделия,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2007-04-17,10962,0372-035188,1307,Булка-улитка,,0.0,24.88,9,100,1.65,1.94,2.0,26,0,17.46,2.61,"Кюневальд, Германия"
Taucherstra?e 10,Крупы,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2007-04-17,10962,0372-035188,1307,Гречневая крупа,,0.0,24.88,45,40,33.11,39.33,40.0,15,0,1769.85,279.9,"Кюневальд, Германия"
Carrera 22 con Ave. Carlos Soublette #8-35,Приправы,Сан Кристобаль,Дешевые продукты,ТрансАвтоГруз,Nicolas Balines,Венесуэла,2007-04-17,10960,(5) 555-1340,5022,Зира,,0.0,69.03,24,1,7.28,9.58,9.65,85,0,229.92,55.2,"Сан Кристобаль, Венесуэла"
Taucherstra?e 10,Приправы,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2007-04-17,10962,0372-035188,1307,Корица,,0.0,24.88,77,25,21.11,23.72,25.0,24,0,1826.44,200.97,"Кюневальд, Германия"
Luisenstr. 48,Морепродукты,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2007-04-18,10965,0251-031259,44087,Мидии,,0.0,56.62,16,10,82.74,97.07,99.9,20,0,1553.12,229.28,"Мюнстер, Германия"
"67, rue des Cinquante Otages",Кондитерские изделия,Нант,Карнавал продуктов,ТрансСервис,Pierre Chardin,Франция,2007-04-18,10311,40.67.88.88,44000,Булка-улитка,,0.0,22.76,7,100,1.65,1.98,2.0,26,0,13.86,2.31,"Нант, Франция"
"67, rue des Cinquante Otages",Мясо/Птица,Нант,Карнавал продуктов,ТрансСервис,Pierre Chardin,Франция,2007-04-18,10311,40.67.88.88,44000,Утка,,0.0,22.76,6,1,10.95,14.93,14.0,26,0,89.58,23.88,"Нант, Франция"
Luisenstr. 48,Кондитерские изделия,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2007-04-21,10967,0251-031259,44087,Печенье сахарное,,0.0,38.06,12,1,7.4,9.31,9.2,25,0,111.72,22.92,"Мюнстер, Германия"
Luisenstr. 48,Кондитерские изделия,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2007-04-21,10967,0251-031259,44087,Десерт творожный,,0.0,38.06,40,1,15.43,18.67,20.0,10,60,746.8,129.6,"Мюнстер, Германия"
"Av. dos Lus?adas, 23",Приправы,Сан Паоло,Магнолия,ТрансАвтоГруз,Edson Arantes do Nascimento,Бразилия,2007-04-21,10969,(11) 555-7647,05432-043,Укроп,,0.0,34.54,9,40,9.07,13.07,12.0,95,0,117.63,36.0,"Сан Паоло, Бразилия"
"54, rue Royale",Морепродукты,Нант,Галерея Лион,ТрансАвтоГруз,Jeanne d?Anjou,Франция,2007-04-22,10971,40.32.21.21,44000,Креветки,,0.0,22.41,14,1,100.74,135.16,123.79,0,0,1892.24,481.88,"Нант, Франция"
1900 Oak St.,Фрукты,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,2007-04-24,10851,(604) 555-3392,V3F 2K1,Апельсин,British Columbia,0.05,30.43,5,10,16.17,17.7,19.0,17,40,88.5,7.65,"Ванкувер, Канада"
1900 Oak St.,Кондитерские изделия,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,2007-04-24,10851,(604) 555-3392,V3F 2K1,Пирожное Медовик,British Columbia,0.05,30.43,10,1,10.85,13.17,14.0,76,0,131.7,23.2,"Ванкувер, Канада"
1900 Oak St.,Кондитерские изделия,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,2007-04-24,10851,(604) 555-3392,V3F 2K1,Чупа-Чупс,British Columbia,0.05,30.43,42,105,6.69,8.85,8.5,79,0,371.7,90.72,"Ванкувер, Канада"
1900 Oak St.,Мясо/Птица,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,2007-04-24,10851,(604) 555-3392,V3F 2K1,Фарш свиной,British Columbia,0.05,30.43,10,20,16.14,19.09,19.5,36,0,190.9,29.5,"Ванкувер, Канада"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-04-27,10802,31 12 34 56,1734,Десерт низкокалорийный,,0.25,74.76,60,20,33.18,38.3,39.0,115,0,2298.0,307.2,"Копенгаген, Дания"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-04-27,10802,31 12 34 56,1734,Шоколад Молочное Чудо,,0.25,74.76,5,30,25.39,28.05,29.3,17,0,140.25,13.3,"Копенгаген, Дания"
Vinb?ltet 34,Морепродукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-04-27,10802,31 12 34 56,1734,Мидии,,0.25,74.76,30,10,82.74,107.51,99.9,20,0,3225.3,743.1,"Копенгаген, Дания"
Vinb?ltet 34,Приправы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-04-27,10802,31 12 34 56,1734,Прованские травы,,0.25,74.76,25,1,22.71,25.99,25.89,10,0,649.75,82.0,"Копенгаген, Дания"
Vinb?ltet 34,Овощи,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-04-29,10318,31 12 34 56,1734,Перец чили,,0.0,58.04,6,2,304.7,369.16,399.0,57,0,2214.96,386.76,"Копенгаген, Дания"
Vinb?ltet 34,Приправы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-04-29,10318,31 12 34 56,1734,Зира,,0.0,58.04,20,1,7.28,9.56,9.65,85,0,191.2,45.6,"Копенгаген, Дания"
Calle Dr. Jorge Cash 321,Мясо/Птица,Мехико,Еда сегодня и завтра,ТрансАвтоГруз,Francisca Font Barcel?,Мексика,2007-05-02,10322,(5) 552-3745,5033,Говядина,,0.0,24.83,20,14,70.81,78.02,80.0,38,0,1560.4,144.2,"Мехико, Мексика"
Vinb?ltet 34,Овощи,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-05-05,11004,31 12 34 56,1734,Перец чили,,0.0,78.29,6,2,304.7,396.24,399.0,57,0,2377.44,549.24,"Копенгаген, Дания"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-05-05,11004,31 12 34 56,1734,Пирожное Восточное,,0.0,78.29,6,1,26.13,29.68,31.23,15,0,178.08,21.3,"Копенгаген, Дания"
Estrada da sa?de n. 58,Овощи,Лиссабон,Квартал,ТрансСервис,Leopoldo Samba,Португалия,2007-05-06,11007,(1) 356-5634,1756,Картофель Сорт 1,,0.0,69.59,30,20,16.14,20.55,20.0,6,0,616.5,132.3,"Лиссабон, Португалия"
Estrada da sa?de n. 58,Мясо/Птица,Лиссабон,Квартал,ТрансСервис,Leopoldo Samba,Португалия,2007-05-06,11007,(1) 356-5634,1756,Утка,,0.0,69.59,14,1,10.95,14.79,14.0,26,0,207.06,53.76,"Лиссабон, Португалия"
Estrada da sa?de n. 58,Морепродукты,Лиссабон,Квартал,ТрансСервис,Leopoldo Samba,Португалия,2007-05-06,11007,(1) 356-5634,1756,Креветки,,0.0,69.59,10,1,100.74,134.41,123.79,0,0,1344.1,336.7,"Лиссабон, Португалия"
43 rue St. Laurent,Мясо/Птица,Монреаль,Давенпорт,АвтоЛогистика,James Belucci,Канада,2007-05-15,10332,(514) 555-8054,H1J 1C3,Утка,Quebec,0.2,22.5,10,1,10.95,15.13,14.0,26,0,151.3,41.8,"Монреаль, Канада"
43 rue St. Laurent,Морепродукты,Монреаль,Давенпорт,АвтоЛогистика,James Belucci,Канада,2007-05-15,10332,(514) 555-8054,H1J 1C3,Мидии мини,Quebec,0.2,22.5,16,14,22.12,24.57,25.5,36,0,393.12,39.2,"Монреаль, Канада"
43 rue St. Laurent,Приправы,Монреаль,Давенпорт,АвтоЛогистика,James Belucci,Канада,2007-05-15,10332,(514) 555-8054,H1J 1C3,Карри,Quebec,0.2,22.5,40,18,22.09,24.82,25.5,42,0,992.8,109.2,"Монреаль, Канада"
"Boulevard Tirou, 255",Фрукты,Шарлеруа,Жасмин,ТрансСервис,Cheril Cow,Бельгия,2007-05-18,11035,(071) 23 67 22 20,B-6000,Банан,,0.0,38.64,10,10,15.37,19.55,20.0,39,0,195.5,41.8,"Шарлеруа, Бельгия"
"Boulevard Tirou, 255",Кондитерские изделия,Шарлеруа,Жасмин,ТрансСервис,Cheril Cow,Бельгия,2007-05-18,11035,(071) 23 67 22 20,B-6000,Десерт медовый,,0.0,38.64,10,24,30.27,37.3,35.45,21,0,373.0,70.3,"Шарлеруа, Бельгия"
"Boulevard Tirou, 255",Молочные продукты,Шарлеруа,Жасмин,ТрансСервис,Cheril Cow,Бельгия,2007-05-18,11035,(071) 23 67 22 20,B-6000,Творожный сырок,,0.0,38.64,60,14,5.17,6.11,6.0,20,0,366.6,56.4,"Шарлеруа, Бельгия"
"Boulevard Tirou, 255",Мясо/Птица,Шарлеруа,Жасмин,ТрансСервис,Cheril Cow,Бельгия,2007-05-18,11035,(071) 23 67 22 20,B-6000,Утка,,0.0,38.64,30,1,10.95,13.32,14.0,26,0,399.6,71.1,"Шарлеруа, Бельгия"
"184, chauss?e de Tournai",Фрукты,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2007-05-23,10975,20.16.10.16,59000,Хурма,,0.0,43.24,10,1,6.61,8.38,7.75,125,0,83.8,17.7,"Лилль, Франция"
"184, chauss?e de Tournai",Овощи,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2007-05-23,10975,20.16.10.16,59000,Картофель Сорт 1,,0.0,43.24,16,20,16.14,19.78,20.0,6,0,316.48,58.24,"Лилль, Франция"
Vinb?ltet 34,Овощи,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-05-24,10978,31 12 34 56,1734,Картофель Сорт 1,,0.15,42.06,20,20,16.14,19.92,20.0,6,0,398.4,75.6,"Копенгаген, Дания"
Vinb?ltet 34,Овощи,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-05-24,10978,31 12 34 56,1734,Батат,,0.15,42.06,6,7,67.17,71.97,75.45,27,0,431.82,28.8,"Копенгаген, Дания"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-05-24,10978,31 12 34 56,1734,Пирожное Наполеон,,0.15,42.06,40,1,8.78,10.02,10.0,3,40,400.8,49.6,"Копенгаген, Дания"
Vinb?ltet 34,Приправы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-05-24,10978,31 12 34 56,1734,Имбирь,,0.0,42.06,10,1,16.34,18.29,18.4,123,0,182.9,19.5,"Копенгаген, Дания"
35 King George,Фрукты,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,2007-05-25,10980,(171) 555-0297,WX1 6LT,Хурма,,0.2,26.34,40,1,6.61,8.01,7.75,125,0,320.4,56.0,"Лондон, Англия"
35 King George,Мясо/Птица,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,2007-05-25,10983,(171) 555-0297,WX1 6LT,Фарш свиной,,0.0,53.64,15,20,16.14,19.56,19.5,36,0,293.4,51.3,"Лондон, Англия"
35 King George,Приправы,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,2007-05-25,10983,(171) 555-0297,WX1 6LT,Корица,,0.15,53.64,84,25,21.11,22.63,25.0,24,0,1900.92,127.68,"Лондон, Англия"
"184, chauss?e de Tournai",Овощи,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2007-05-25,11050,20.16.10.16,59000,Перец чили,,0.1,74.8,50,2,304.7,383.81,399.0,57,0,19190.5,3955.5,"Лилль, Франция"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-05-27,10341,31 12 34 56,1734,Десер Фруктовый,,0.0,30.83,8,25,20.2,26.45,25.5,112,0,211.6,50.0,"Копенгаген, Дания"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2007-05-27,10341,31 12 34 56,1734,Чупа-Чупс,,0.15,30.83,9,105,6.69,8.27,8.5,79,0,74.43,14.22,"Копенгаген, Дания"
Berliner Platz 43,Фрукты,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2007-05-28,10342,089-0877310,80805,Апельсин,,0.2,77.29,24,10,16.17,19.66,19.0,17,40,471.84,83.76,"Мюнхен, Германия"
Berliner Platz 43,Фрукты,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2007-05-28,10342,089-0877310,80805,Груша,,0.2,77.29,56,20,7.53,8.72,8.5,0,70,488.32,66.64,"Мюнхен, Германия"
Berliner Platz 43,Кондитерские изделия,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2007-05-28,10342,089-0877310,80805,Десерт низкокалорийный,,0.2,77.29,40,20,33.18,37.52,39.0,115,0,1500.8,173.6,"Мюнхен, Германия"
Berliner Platz 43,Приправы,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2007-05-28,10342,089-0877310,80805,Тмин,,0.2,77.29,40,20,6.45,7.56,8.0,112,0,302.4,44.4,"Мюнхен, Германия"
Obere Str. 57,Кондитерские изделия,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2007-05-31,10994,030-0074321,12209,Чупа-Чупс,,0.05,28.57,18,105,6.69,8.21,8.5,79,0,147.78,27.36,"Берлин, Германия"
Magazinweg 7,Фрукты,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2007-06-01,10557,069-0245984,60528,Хурма,,0.0,76.7,20,1,6.61,7.88,7.75,125,0,157.6,25.4,"Франкфурт, Германия"
Magazinweg 7,Мясо/Птица,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2007-06-01,10557,069-0245984,60528,Фарш говяжий,,0.0,76.7,30,1,29.25,36.15,33.25,22,80,1084.5,207.0,"Франкфурт, Германия"
Obere Str. 57,Фрукты,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2007-06-07,11011,030-0074321,12209,Персик,,0.0,44.28,20,10,26.49,31.72,30.5,26,0,634.4,104.6,"Берлин, Германия"
Magazinweg 7,Овощи,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2007-06-07,10934,069-0245984,60528,Лук,,0.0,57.17,20,50,3.21,3.7,4.0,120,0,74.0,9.8,"Франкфурт, Германия"
Obere Str. 57,Приправы,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2007-06-07,11011,030-0074321,12209,Бадьян,,0.05,44.28,40,20,37.17,45.98,48.25,62,0,1839.2,352.4,"Берлин, Германия"
Geislweg 14,Фрукты,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,2007-06-11,10353,6562-9722,5020,Киви,,0.2,33.28,12,25,21.1,29.75,28.0,22,30,357.0,103.8,"Зальцбург, Австрия"
Grenzacherweg 237,Фрукты,Женева,Кухня,ТрансСервис,Carl Perry,Швейцария,2007-06-11,11075,0897-034214,1203,Апельсин,,0.15,39.35,10,10,16.17,17.1,19.0,17,40,171.0,9.3,"Женева, Швейцария"
Geislweg 14,Овощи,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,2007-06-11,10353,6562-9722,5020,Баклажан,,0.2,33.28,50,4,62.38,75.4,80.5,17,0,3770.0,651.0,"Зальцбург, Австрия"
Grenzacherweg 237,Овощи,Женева,Кухня,ТрансСервис,Carl Perry,Швейцария,2007-06-11,11075,0897-034214,1203,Перец чили,,0.15,39.35,2,2,304.7,379.05,399.0,57,0,758.1,148.7,"Женева, Швейцария"
Grenzacherweg 237,Приправы,Женева,Кухня,ТрансСервис,Carl Perry,Швейцария,2007-06-11,11075,0897-034214,1203,Укроп,,0.15,39.35,30,40,9.07,13.18,12.0,95,0,395.4,123.3,"Женева, Швейцария"
"Rua do Pa?o, 67",Кондитерские изделия,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2007-06-12,11022,(21) 555-0091,05454-876,Печенье сахарное,,0.0,41.27,35,1,7.4,9.61,9.2,25,0,336.35,77.35,"Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",Кондитерские изделия,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2007-06-12,11022,(21) 555-0091,05454-876,Булка-улитка,,0.0,41.27,30,100,1.65,2.07,2.0,26,0,62.1,12.6,"Рио де Жанейро, Бразилия"
Carrera 52 con Ave. Bol?var #65-98 Llano Largo,Крупы,Баргусимето,Лос Ватос Локос,ТрансАвтоГруз,Tony Montana,Венесуэла,2007-06-12,11071,(9) 331-6954,3508,Гречневая крупа,,0.05,27.5,15,40,33.11,42.5,40.0,15,0,637.5,140.85,"Баргусимето, Венесуэла"
Carrera 52 con Ave. Bol?var #65-98 Llano Largo,Приправы,Баргусимето,Лос Ватос Локос,ТрансАвтоГруз,Tony Montana,Венесуэла,2007-06-12,11071,(9) 331-6954,3508,Корица,,0.05,27.5,10,25,21.11,26.07,25.0,24,0,260.7,49.6,"Баргусимето, Венесуэла"
"12 Brewery""",Фрукты,Лондон,Алми,ТрансАвтоГруз,Ian Wright,Англия,2007-06-21,10848,(171) 555-2282,WX1 6LT,Яблоко,,0.0,64.28,30,100,4.72,6.16,6.0,0,0,184.8,43.2,"Лондон, Англия"
